SITE NAME	LATITUDE	LONGITUDE	YEAR	SPECIES	acorn count	Mean max. April temp (oC x 100)	Mean max. March temp (oC x 100)	March rain (cm x 1000)	April rain (cm x 1000)	March rain lagged 1 yr (cm x 1000)	April rain lagged 1 year (cm x 1000)	Mean max summer temp (oC x 100)	Mean max summer temp lagged 1 yr (oC x 100)	Winter rainfall (cm x 1000)	Winter rainfall lagged 1 yr (cm x 1000)	Mean min winter temp (oC x 100)	Mean max autumn temp (oC x 100)	Mean max March temp lagged 1 yr (oC x 100)	Mean max April temp lagged 1 yr (oC x 100)
LIEBRE MTN	34.736	118.692	2003	Q. lobata	0	1271	1480	3524	4672	813	86	2805	2866	21775	5940	456.75	2147	1420	1841
LIEBRE MTN	34.736	118.692	2004	Q. lobata	1.805	1920	2123	1254	233	3524	4672	2800	2805	15215	21775	337	2256	1480	1271
LIEBRE MTN	34.736	118.692	2005	Q. lobata	0.75	1754	1265	2808	2014	1254	233	2712	2800	65594	15215	539.25	1919	2123	1920
LIEBRE MTN	34.736	118.692	2006	Q. lobata	4.484	1661	1184	7479	5239	2808	2014	3171	2712	11247	65594	373.25	2081	1265	1754
LIEBRE MTN	34.736	118.692	2007	Q. lobata	2.316	2214	2004	712	1048	7479	5239	3218	3171	9497	11247	217.25	2419	1184	1661
LIEBRE MTN	34.736	118.692	2008	Q. lobata	2.959	2096	1756	0	365	712	1048	3041	3218	25471	9497	233.75	2400	2004	2214
LIEBRE MTN	34.736	118.692	2009	Q. lobata	3.932	1920	1606	795	229	0	365	3070	3041	26562	25471	304.75	2532	1756	2096
LIEBRE MTN	34.736	118.692	2010	Q. lobata	2.118	1604	1477	939	4732	795	229	2883	3070	20866	26562	236.25	2339	1606	1920
LIEBRE MTN	34.736	118.692	2011	Q. lobata	0.231	1618	1267	10030	603	939	4732	2602	2883	24402	20866	206	2268	1477	1604
HOPLAND	39.021	123.093	1994	Q. douglasii	3.193	1811	1795	1161	7384	10007	7428	2658	2470	62404	104158	474	2319	1628	1570
HOPLAND	39.021	123.093	1995	Q. douglasii	0.15	1616	1277	61863	11634	1161	7384	2531	2658	105199	62404	684	2071	1795	1811
HOPLAND	39.021	123.093	1996	Q. douglasii	2.62	1765	1764	10727	11806	61863	11634	2774	2531	104846	105199	809.25	2452	1277	1616
HOPLAND	39.021	123.093	1997	Q. douglasii	2.073	1755	1751	9131	5820	10727	11806	2638	2774	99248	104846	634.25	2200	1764	1765
HOPLAND	39.021	123.093	1998	Q. douglasii	0.686	1531	1455	19462	9014	9131	5820	2465	2638	155109	99248	530	2150	1751	1755
HOPLAND	39.021	123.093	1999	Q. douglasii	3.175	1676	1213	19965	7768	19462	9014	2583	2465	93539	155109	301.25	2117	1455	1531
HOPLAND	39.021	123.093	2000	Q. douglasii	2.859	1925	1576	7087	7865	19965	7768	2696	2583	85240	93539	458.75	2434	1213	1676
HOPLAND	39.021	123.093	2001	Q. douglasii	0.601	1621	1828	9324	4975	7087	7865	2854	2696	57031	85240	249.25	2092	1576	1925
HOPLAND	39.021	123.093	2002	Q. douglasii	2.072	1860	1527	9133	3302	9324	4975	2788	2854	102249	57031	453	2374	1828	1621
HOPLAND	39.021	123.093	2003	Q. douglasii	0.124	1298	1649	13532	25715	9133	3302	2778	2788	112669	102249	430.25	2475	1527	1860
HOPLAND	39.021	123.093	2004	Q. douglasii	3.418	2035	2157	5201	2295	13532	25715	2773	2778	120506	112669	362.5	2410	1649	1298
HOPLAND	39.021	123.093	2005	Q. douglasii	0.09	1614	1644	24847	10772	5201	2295	2603	2773	88385	120506	376.75	2235	2157	2035
HOPLAND	39.021	123.093	2006	Q. douglasii	2.63	1297	658	39849	23572	24847	10772	2747	2603	125995	88385	409.5	2201	1644	1614
HOPLAND	39.021	123.093	2007	Q. douglasii	3.793	1641	1743	2862	6070	39849	23572	2699	2747	64207	125995	276	2099	658	1297
HOPLAND	39.021	123.093	2008	Q. douglasii	1.101	1587	1403	3646	1180	2862	6070	2738	2699	68196	64207	355	1996	1743	1641
HOPLAND	39.021	123.093	2009	Q. douglasii	1.989	1510	1220	12653	1404	3646	1180	2653	2738	51520	68196	323.75	2279	1403	1587
HOPLAND	39.021	123.093	2010	Q. douglasii	1.175	1174	1205	17707	17701	12653	1404	2440	2653	67442	51520	413.5	2107	1220	1510
HOPLAND	39.021	123.093	2011	Q. douglasii	1.38	1284	872	43508	2171	17707	17701	2375	2440	59330	67442	380.75	2067	1205	1174
HOPLAND	39.021	123.093	1999	Q. lobata	2.244	1676	1213	19965	7768	19462	9014	2583	2465	93539	155109	301.25	2117	1455	1531
HOPLAND	39.021	123.093	2000	Q. lobata	3.021	1925	1576	7087	7865	19965	7768	2696	2583	85240	93539	458.75	2434	1213	1676
HOPLAND	39.021	123.093	2001	Q. lobata	2.928	1621	1828	9324	4975	7087	7865	2854	2696	57031	85240	249.25	2092	1576	1925
HOPLAND	39.021	123.093	2002	Q. lobata	2.74	1860	1527	9133	3302	9324	4975	2788	2854	102249	57031	453	2374	1828	1621
HOPLAND	39.021	123.093	2003	Q. lobata	0.11	1298	1649	13532	25715	9133	3302	2778	2788	112669	102249	430.25	2475	1527	1860
HOPLAND	39.021	123.093	2004	Q. lobata	3.575	2035	2157	5201	2295	13532	25715	2773	2778	120506	112669	362.5	2410	1649	1298
HOPLAND	39.021	123.093	2005	Q. lobata	0.993	1614	1644	24847	10772	5201	2295	2603	2773	88385	120506	376.75	2235	2157	2035
HOPLAND	39.021	123.093	2006	Q. lobata	0.409	1297	658	39849	23572	24847	10772	2747	2603	125995	88385	409.5	2201	1644	1614
HOPLAND	39.021	123.093	2007	Q. lobata	4.433	1641	1743	2862	6070	39849	23572	2699	2747	64207	125995	276	2099	658	1297
HOPLAND	39.021	123.093	2008	Q. lobata	1.462	1587	1403	3646	1180	2862	6070	2738	2699	68196	64207	355	1996	1743	1641
HOPLAND	39.021	123.093	2009	Q. lobata	2.396	1510	1220	12653	1404	3646	1180	2653	2738	51520	68196	323.75	2279	1403	1587
HOPLAND	39.021	123.093	2010	Q. lobata	0.416	1174	1205	17707	17701	12653	1404	2440	2653	67442	51520	413.5	2107	1220	1510
HOPLAND	39.021	123.093	2011	Q. lobata	1.087	1284	872	43508	2171	17707	17701	2375	2440	59330	67442	380.75	2067	1205	1174
TOWER HOUSE	40.664	122.634	1994	Q. lobata	2.982	2049	1860	2066	10769	29357	11118	3132	2810	63614	104290	75	2310	1644	1677
TOWER HOUSE	40.664	122.634	1995	Q. lobata	1.099	1771	1297	58708	18127	2066	10769	2842	3132	139807	63614	107	2173	1860	2049
TOWER HOUSE	40.664	122.634	1996	Q. lobata	2.072	1882	1701	9313	9899	58708	18127	3125	2842	114525	139807	325.5	2498	1297	1771
TOWER HOUSE	40.664	122.634	1997	Q. lobata	0.33	1927	1838	7854	8551	9313	9899	3015	3125	150537	114525	295.75	2236	1701	1882
TOWER HOUSE	40.664	122.634	1998	Q. lobata	1.18	1740	1486	43746	17007	7854	8551	2796	3015	200114	150537	346.75	2180	1838	1927
TOWER HOUSE	40.664	122.634	1999	Q. lobata	2.345	1871	1254	27366	11648	43746	17007	2975	2796	123092	200114	191	2210	1486	1740
TOWER HOUSE	40.664	122.634	2000	Q. lobata	2.006	2079	1623	18379	19756	27366	11648	3050	2975	129778	123092	348.25	2480	1254	1871
TOWER HOUSE	40.664	122.634	2001	Q. lobata	3.803	1797	1856	11516	8955	18379	19756	3197	3050	82215	129778	219.25	2133	1623	2079
TOWER HOUSE	40.664	122.634	2002	Q. lobata	2.02	2157	1586	14822	6664	11516	8955	3129	3197	132274	82215	305.5	2411	1856	1797
TOWER HOUSE	40.664	122.634	2003	Q. lobata	0.092	1461	1611	20941	34338	14822	6664	3096	3129	133299	132274	326.25	2563	1586	2157
TOWER HOUSE	40.664	122.634	2004	Q. lobata	3.35	2159	2091	11875	10585	20941	34338	3127	3096	142001	133299	204.25	2425	1611	1461
TOWER HOUSE	40.664	122.634	2005	Q. lobata	0.372	1800	1717	34823	11888	11875	10585	2970	3127	93641	142001	300.75	2276	2091	2159
TOWER HOUSE	40.664	122.634	2006	Q. lobata	2.165	1570	780	37827	29941	34823	11888	3161	2970	142007	93641	229	2293	1717	1800
TOWER HOUSE	40.664	122.634	2007	Q. lobata	3.081	2041	1864	2520	7771	37827	29941	3147	3161	71671	142007	-78.25	2187	780	1570
TOWER HOUSE	40.664	122.634	2008	Q. lobata	1.296	1962	1545	1879	1564	2520	7771	3157	3147	88957	71671	-101	2081	1864	2041
TOWER HOUSE	40.664	122.634	2009	Q. lobata	3.029	1976	1471	18733	5882	1879	1564	3142	3157	68809	88957	-18.5	2353	1545	1962
TOWER HOUSE	40.664	122.634	2010	Q. lobata	0.727	1512	1418	10763	26151	18733	5882	2898	3142	103072	68809	36.5	2187	1471	1976
TOWER HOUSE	40.664	122.634	2011	Q. lobata	1.629	1759	1209	48826	5291	10763	26151	2867	2898	74633	103072	124.5	2085	1418	1512
DYE CREEK	40.105	122.044	1994	Q. douglasii	3.16	2189	1991	3087	4689	9430	8206	3175	2923	38850	67376	375.75	2514	1863	1907
DYE CREEK	40.105	122.044	1995	Q. douglasii	0.296	1886	1471	33903	12443	3087	4689	2939	3175	79791	38850	427.75	2282	1991	2189
DYE CREEK	40.105	122.044	1996	Q. douglasii	3.419	2088	1886	6386	10440	33903	12443	3234	2939	61163	79791	572	2710	1471	1886
DYE CREEK	40.105	122.044	1997	Q. douglasii	3.099	2136	2045	5177	3766	6386	10440	3205	3234	61482	61163	508.25	2430	1886	2088
DYE CREEK	40.105	122.044	1998	Q. douglasii	0.126	1804	1687	12120	7459	5177	3766	2966	3205	89265	61482	467.5	2343	2045	2136
DYE CREEK	40.105	122.044	1999	Q. douglasii	3.104	1938	1397	7504	3276	12120	7459	3090	2966	49268	89265	287.25	2272	1687	1804
DYE CREEK	40.105	122.044	2000	Q. douglasii	3.403	2199	1737	7365	6347	7504	3276	3169	3090	53276	49268	430	2564	1397	1938
DYE CREEK	40.105	122.044	2001	Q. douglasii	2.091	1895	1963	7213	5789	7365	6347	3313	3169	31833	53276	261.75	2208	1737	2199
DYE CREEK	40.105	122.044	2002	Q. douglasii	1.962	2157	1683	5301	3425	7213	5789	3252	3313	50453	31833	431.75	2481	1963	1895
DYE CREEK	40.105	122.044	2003	Q. douglasii	1.868	1546	1752	10415	14720	5301	3425	3215	3252	65454	50453	459.5	2551	1683	2157
DYE CREEK	40.105	122.044	2004	Q. douglasii	3.693	2272	2242	3880	1544	10415	14720	3241	3215	67034	65454	341.5	2505	1752	1546
DYE CREEK	40.105	122.044	2005	Q. douglasii	1.014	1894	1865	7815	6204	3880	1544	3156	3241	45704	67034	479	2339	2242	2272
DYE CREEK	40.105	122.044	2006	Q. douglasii	0.05	1811	1191	21635	19536	7815	6204	3233	3156	74139	45704	480.5	2398	1865	1894
DYE CREEK	40.105	122.044	2007	Q. douglasii	3.223	2158	2215	1764	5248	21635	19536	3203	3233	41598	74139	383.5	2398	1191	1811
DYE CREEK	40.105	122.044	2008	Q. douglasii	2.424	2119	1913	1125	967	1764	5248	3211	3203	44693	41598	408.25	2393	2215	2158
DYE CREEK	40.105	122.044	2009	Q. douglasii	1.445	2134	1783	8701	1669	1125	967	3167	3211	39932	44693	455.5	2581	1913	2119
DYE CREEK	40.105	122.044	2010	Q. douglasii	2.41	1694	1723	6590	12725	8701	1669	2952	3167	51590	39932	453.75	2434	1783	2134
DYE CREEK	40.105	122.044	2011	Q. douglasii	1.411	1826	1428	21683	3810	6590	12725	2852	2952	44059	51590	387	2365	1723	1694
DYE CREEK	40.105	122.044	1994	Q. lobata	3.746	2189	1991	3087	4689	9430	8206	3175	2923	38850	67376	375.75	2514	1863	1907
DYE CREEK	40.105	122.044	1995	Q. lobata	0.116	1886	1471	33903	12443	3087	4689	2939	3175	79791	38850	427.75	2282	1991	2189
DYE CREEK	40.105	122.044	1996	Q. lobata	1.358	2088	1886	6386	10440	33903	12443	3234	2939	61163	79791	572	2710	1471	1886
DYE CREEK	40.105	122.044	1997	Q. lobata	0.887	2136	2045	5177	3766	6386	10440	3205	3234	61482	61163	508.25	2430	1886	2088
DYE CREEK	40.105	122.044	1998	Q. lobata	0.227	1804	1687	12120	7459	5177	3766	2966	3205	89265	61482	467.5	2343	2045	2136
DYE CREEK	40.105	122.044	1999	Q. lobata	1.523	1938	1397	7504	3276	12120	7459	3090	2966	49268	89265	287.25	2272	1687	1804
DYE CREEK	40.105	122.044	2000	Q. lobata	1.806	2199	1737	7365	6347	7504	3276	3169	3090	53276	49268	430	2564	1397	1938
DYE CREEK	40.105	122.044	2001	Q. lobata	0.689	1895	1963	7213	5789	7365	6347	3313	3169	31833	53276	261.75	2208	1737	2199
DYE CREEK	40.105	122.044	2002	Q. lobata	2.08	2157	1683	5301	3425	7213	5789	3252	3313	50453	31833	431.75	2481	1963	1895
DYE CREEK	40.105	122.044	2003	Q. lobata	0.211	1546	1752	10415	14720	5301	3425	3215	3252	65454	50453	459.5	2551	1683	2157
DYE CREEK	40.105	122.044	2004	Q. lobata	2.71	2272	2242	3880	1544	10415	14720	3241	3215	67034	65454	341.5	2505	1752	1546
DYE CREEK	40.105	122.044	2005	Q. lobata	0.436	1894	1865	7815	6204	3880	1544	3156	3241	45704	67034	479	2339	2242	2272
DYE CREEK	40.105	122.044	2006	Q. lobata	0.336	1811	1191	21635	19536	7815	6204	3233	3156	74139	45704	480.5	2398	1865	1894
DYE CREEK	40.105	122.044	2007	Q. lobata	3.933	2158	2215	1764	5248	21635	19536	3203	3233	41598	74139	383.5	2398	1191	1811
DYE CREEK	40.105	122.044	2008	Q. lobata	0.908	2119	1913	1125	967	1764	5248	3211	3203	44693	41598	408.25	2393	2215	2158
DYE CREEK	40.105	122.044	2009	Q. lobata	3.521	2134	1783	8701	1669	1125	967	3167	3211	39932	44693	455.5	2581	1913	2119
DYE CREEK	40.105	122.044	2010	Q. lobata	1.386	1694	1723	6590	12725	8701	1669	2952	3167	51590	39932	453.75	2434	1783	2134
DYE CREEK	40.105	122.044	2011	Q. lobata	1.758	1826	1428	21683	3810	6590	12725	2852	2952	44059	51590	387	2365	1723	1694
SIERRA FOOT	39.238	121.286	1994	Q. douglasii	2.973	2100	1990	3005	5904	10648	7223	3092	2928	39687	83143	238.75	2494	1869	1942
SIERRA FOOT	39.238	121.286	1995	Q. douglasii	0	1887	1504	42358	8423	3005	5904	2886	3092	75184	39687	280.75	2269	1990	2100
SIERRA FOOT	39.238	121.286	1996	Q. douglasii	2.765	2101	1875	8848	13675	42358	8423	3156	2886	61015	75184	483.25	2662	1504	1887
SIERRA FOOT	39.238	121.286	1997	Q. douglasii	1.028	2085	2018	3837	2609	8848	13675	3071	3156	81995	61015	387.75	2400	1875	2101
SIERRA FOOT	39.238	121.286	1998	Q. douglasii	0.029	1731	1670	11772	10256	3837	2609	2813	3071	101375	81995	428.25	2342	2018	2085
SIERRA FOOT	39.238	121.286	1999	Q. douglasii	2.133	1883	1442	6482	5501	11772	10256	2939	2813	68349	101375	230	2229	1670	1731
SIERRA FOOT	39.238	121.286	2000	Q. douglasii	3.368	2181	1730	9869	5712	6482	5501	3060	2939	74560	68349	387	2578	1442	1883
SIERRA FOOT	39.238	121.286	2001	Q. douglasii	1.776	1807	1913	7442	6393	9869	5712	3223	3060	36716	74560	209.25	2197	1730	2181
SIERRA FOOT	39.238	121.286	2002	Q. douglasii	1.995	2040	1672	13989	2451	7442	6393	3133	3223	57948	36716	359.25	2526	1913	1807
SIERRA FOOT	39.238	121.286	2003	Q. douglasii	0.368	1507	1780	9624	17786	13989	2451	3095	3133	56686	57948	430	2518	1672	2040
SIERRA FOOT	39.238	121.286	2004	Q. douglasii	3.337	2166	2210	3772	1137	9624	17786	3107	3095	65727	56686	304.5	2529	1780	1507
SIERRA FOOT	39.238	121.286	2005	Q. douglasii	1.188	1910	1845	16613	4483	3772	1137	3040	3107	47878	65727	406	2348	2210	2166
SIERRA FOOT	39.238	121.286	2006	Q. douglasii	0	1728	1257	26413	20998	16613	4483	3215	3040	72847	47878	434	2426	1845	1910
SIERRA FOOT	39.238	121.286	2007	Q. douglasii	2.303	2200	2223	2064	6832	26413	20998	3214	3215	44706	72847	341	2408	1257	1728
SIERRA FOOT	39.238	121.286	2008	Q. douglasii	2.18	2149	1917	808	816	2064	6832	3251	3214	53148	44706	389	2344	2223	2200
SIERRA FOOT	39.238	121.286	2009	Q. douglasii	1.345	2005	1795	8006	2356	808	816	3145	3251	47726	53148	449.75	2579	1917	2149
SIERRA FOOT	39.238	121.286	2010	Q. douglasii	1.722	1657	1714	7347	18521	8006	2356	2975	3145	44838	47726	512.75	2436	1795	2005
SIERRA FOOT	39.238	121.286	2011	Q. douglasii	1.723	1823	1462	30435	3195	7347	18521	2841	2975	67041	44838	387.5	2385	1714	1657
SIERRA FOOT	39.238	121.286	2001	Q. lobata	2.776	1807	1913	7442	6393	9869	5712	3223	3060	36716	74560	209.25	2197	1730	2181
SIERRA FOOT	39.238	121.286	2002	Q. lobata	3.534	2040	1672	13989	2451	7442	6393	3133	3223	57948	36716	359.25	2526	1913	1807
SIERRA FOOT	39.238	121.286	2003	Q. lobata	0.077	1507	1780	9624	17786	13989	2451	3095	3133	56686	57948	430	2518	1672	2040
SIERRA FOOT	39.238	121.286	2004	Q. lobata	2.849	2166	2210	3772	1137	9624	17786	3107	3095	65727	56686	304.5	2529	1780	1507
SIERRA FOOT	39.238	121.286	2005	Q. lobata	0.725	1910	1845	16613	4483	3772	1137	3040	3107	47878	65727	406	2348	2210	2166
SIERRA FOOT	39.238	121.286	2006	Q. lobata	0.154	1728	1257	26413	20998	16613	4483	3215	3040	72847	47878	434	2426	1845	1910
SIERRA FOOT	39.238	121.286	2007	Q. lobata	4.049	2200	2223	2064	6832	26413	20998	3214	3215	44706	72847	341	2408	1257	1728
SIERRA FOOT	39.238	121.286	2008	Q. lobata	1.688	2149	1917	808	816	2064	6832	3251	3214	53148	44706	389	2344	2223	2200
SIERRA FOOT	39.238	121.286	2009	Q. lobata	2.93	2005	1795	8006	2356	808	816	3145	3251	47726	53148	449.75	2579	1917	2149
SIERRA FOOT	39.238	121.286	2010	Q. lobata	2.001	1657	1714	7347	18521	8006	2356	2975	3145	44838	47726	512.75	2436	1795	2005
SIERRA FOOT	39.238	121.286	2011	Q. lobata	1.707	1823	1462	30435	3195	7347	18521	2841	2975	67041	44838	387.5	2385	1714	1657
SAN JOAQUIN	37.095	119.739	1994	Q. douglasii	3.254	2308	1936	1250	4728	7310	860	3355	3202	21747	44544	356	2623	1873	2143
SAN JOAQUIN	37.095	119.739	1995	Q. douglasii	0	2045	1646	24121	4758	1250	4728	3153	3355	37545	21747	431.5	2361	1936	2308
SAN JOAQUIN	37.095	119.739	1996	Q. douglasii	2.467	2300	1842	6866	4194	24121	4758	3427	3153	32259	37545	629.75	2783	1646	2045
SAN JOAQUIN	37.095	119.739	1997	Q. douglasii	0.175	2393	2210	315	136	6866	4194	3385	3427	52225	32259	508	2465	1842	2300
SAN JOAQUIN	37.095	119.739	1998	Q. douglasii	0.235	1927	1765	12859	6324	315	136	3082	3385	50401	52225	400.25	2540	2210	2393
SAN JOAQUIN	37.095	119.739	1999	Q. douglasii	3.718	1971	1687	3071	4991	12859	6324	3215	3082	23258	50401	217	2398	1765	1927
SAN JOAQUIN	37.095	119.739	2000	Q. douglasii	1.771	2385	1787	5309	6695	3071	4991	3373	3215	43025	23258	418.25	2768	1687	1971
SAN JOAQUIN	37.095	119.739	2001	Q. douglasii	1.647	2018	1951	4537	5583	5309	6695	3523	3373	21450	43025	219.75	2386	1787	2385
SAN JOAQUIN	37.095	119.739	2002	Q. douglasii	2.4	2267	1790	4468	1658	4537	5583	3397	3523	26845	21450	352.25	2695	1951	2018
SAN JOAQUIN	37.095	119.739	2003	Q. douglasii	0	1895	1989	3270	7539	4468	1658	3406	3397	25824	26845	422.5	2617	1790	2267
SAN JOAQUIN	37.095	119.739	2004	Q. douglasii	2.407	2511	2323	2958	347	3270	7539	3406	3406	27173	25824	328.5	2709	1989	1895
SAN JOAQUIN	37.095	119.739	2005	Q. douglasii	0.346	2050	1880	10697	1840	2958	347	3356	3406	37306	27173	389	2431	2323	2511
SAN JOAQUIN	37.095	119.739	2006	Q. douglasii	0.192	2027	1513	12944	14889	10697	1840	3544	3356	28475	37306	458.75	2576	1880	2050
SAN JOAQUIN	37.095	119.739	2007	Q. douglasii	2.519	2391	2224	2220	1934	12944	14889	3534	3544	18988	28475	308	2623	1513	2027
SAN JOAQUIN	37.095	119.739	2008	Q. douglasii	1.105	2389	2009	322	163	2220	1934	3490	3534	32179	18988	388.75	2626	2224	2391
SAN JOAQUIN	37.095	119.739	2009	Q. douglasii	3.138	2365	1898	3325	1819	322	163	3517	3490	24422	32179	418	2768	2009	2389
SAN JOAQUIN	37.095	119.739	2010	Q. douglasii	0.941	1950	1864	3947	9398	3325	1819	3279	3517	31584	24422	421.25	2611	1898	2365
SAN JOAQUIN	37.095	119.739	2011	Q. douglasii	2.233	2165	1744	15145	1138	3947	9398	3237	3279	43195	31584	373	2550	1864	1950
KAWEAH OAKS	36.33	119.169	1999	Q. lobata	2.01	2183	1879	1802	4323	10979	6979	3260	3178	18490	35240	260	2485	1975	2178
KAWEAH OAKS	36.33	119.169	2000	Q. lobata	1.266	2612	2031	4705	2866	1802	4323	3421	3260	20325	18490	449.5	2804	1879	2183
KAWEAH OAKS	36.33	119.169	2001	Q. lobata	0.208	2239	2202	867	5728	4705	2866	3543	3421	13580	20325	251.5	2467	2031	2612
KAWEAH OAKS	36.33	119.169	2002	Q. lobata	2.193	2507	2077	3100	1180	867	5728	3429	3543	17903	13580	415	2730	2202	2239
KAWEAH OAKS	36.33	119.169	2003	Q. lobata	0	2149	2175	1808	4568	3100	1180	3436	3429	16660	17903	496	2645	2077	2507
KAWEAH OAKS	36.33	119.169	2004	Q. lobata	3.169	2668	2499	1731	222	1808	4568	3436	3436	16885	16660	418.5	2741	2175	2149
KAWEAH OAKS	36.33	119.169	2005	Q. lobata	0	2359	2101	6481	1525	1731	222	3429	3436	19947	16885	476.75	2517	2499	2668
KAWEAH OAKS	36.33	119.169	2006	Q. lobata	0.085	2109	1643	8919	10787	6481	1525	3478	3429	14721	19947	452	2657	2101	2359
KAWEAH OAKS	36.33	119.169	2007	Q. lobata	1.44	2478	2328	2386	1201	8919	10787	3460	3478	8954	14721	294.25	2599	1643	2109
KAWEAH OAKS	36.33	119.169	2008	Q. lobata	0.587	2487	2133	196	8	2386	1201	3445	3460	16282	8954	354.5	2585	2328	2478
KAWEAH OAKS	36.33	119.169	2009	Q. lobata	0.131	2473	2022	927	1382	196	8	3464	3445	14271	16282	413.75	2752	2133	2487
KAWEAH OAKS	36.33	119.169	2010	Q. lobata	1.759	2126	2014	1832	6762	927	1382	3240	3464	19942	14271	415	2647	2022	2473
KAWEAH OAKS	36.33	119.169	2011	Q. lobata	0	2271	1815	9012	1231	1832	6762	3181	3240	32084	19942	378.75	2536	2014	2126
KAWEAH RIVER	36.365	118.813	1999	Q. douglasii	2.918	1328	1215	5171	7551	16541	15237	2623	2478	38006	75006	-65.25	1935	1254	1282
KAWEAH RIVER	36.365	118.813	2000	Q. douglasii	2.708	1904	1368	8573	7202	5171	7551	2760	2623	56680	38006	99	2355	1215	1328
KAWEAH RIVER	36.365	118.813	2001	Q. douglasii	0.425	1400	1403	3406	17102	8573	7202	2883	2760	31400	56680	-121.5	1922	1368	1904
KAWEAH RIVER	36.365	118.813	2002	Q. douglasii	3.33	1691	1272	11655	3042	3406	17102	2764	2883	47495	31400	14.25	2181	1403	1400
KAWEAH RIVER	36.365	118.813	2003	Q. douglasii	0	1247	1378	9005	18379	11655	3042	2740	2764	48561	47495	75.75	2101	1272	1691
KAWEAH RIVER	36.365	118.813	2004	Q. douglasii	3.336	1964	1836	2992	776	9005	18379	2783	2740	51099	48561	2.75	2190	1378	1247
KAWEAH RIVER	36.365	118.813	2005	Q. douglasii	0.178	1508	1359	20878	5750	2992	776	2726	2783	50886	51099	-45.75	1943	1836	1964
KAWEAH RIVER	36.365	118.813	2006	Q. douglasii	2.121	1396	690	26503	21195	20878	5750	2844	2726	49545	50886	115.5	2058	1359	1508
KAWEAH RIVER	36.365	118.813	2007	Q. douglasii	3.349	1671	1521	4899	5608	26503	21195	2813	2844	33607	49545	76.5	2091	690	1396
KAWEAH RIVER	36.365	118.813	2008	Q. douglasii	1.081	1717	1296	1862	731	4899	5608	2805	2813	59366	33607	66	2077	1521	1671
KAWEAH RIVER	36.365	118.813	2009	Q. douglasii	0.462	1640	1173	6728	3731	1862	731	2811	2805	45326	59366	193.25	2217	1296	1717
KAWEAH RIVER	36.365	118.813	2010	Q. douglasii	0.617	1380	1152	9072	18342	6728	3731	2633	2811	57555	45326	84.25	2102	1173	1640
KAWEAH RIVER	36.365	118.813	2011	Q. douglasii	4.312	1532	1062	26116	1620	9072	18342	2565	2633	76138	57555	20.5	2012	1152	1380
